# Selection : faceZone(f0)
# Faces  :    8
# Area   :    1.063860e-02
# Time        	areaAverage(zeta)
16.1          	(0.000000e+00 4.905359e-03 0.000000e+00)
16.104        	(0.000000e+00 4.812562e-03 0.000000e+00)
16.108        	(0.000000e+00 4.716686e-03 0.000000e+00)
16.112        	(0.000000e+00 4.617791e-03 0.000000e+00)
16.116        	(0.000000e+00 4.515941e-03 0.000000e+00)
16.12         	(0.000000e+00 4.411198e-03 0.000000e+00)
16.124        	(0.000000e+00 4.303628e-03 0.000000e+00)
16.128        	(0.000000e+00 4.193298e-03 0.000000e+00)
16.132        	(0.000000e+00 4.080279e-03 0.000000e+00)
16.136        	(0.000000e+00 3.964639e-03 0.000000e+00)
16.14         	(0.000000e+00 3.846452e-03 0.000000e+00)
16.144        	(0.000000e+00 3.725793e-03 0.000000e+00)
16.148        	(0.000000e+00 3.602736e-03 0.000000e+00)
16.152        	(0.000000e+00 3.477359e-03 0.000000e+00)
16.156        	(0.000000e+00 3.349740e-03 0.000000e+00)
16.16         	(0.000000e+00 3.219959e-03 0.000000e+00)
16.164        	(0.000000e+00 3.088098e-03 0.000000e+00)
16.168        	(0.000000e+00 2.954240e-03 0.000000e+00)
16.172        	(0.000000e+00 2.818468e-03 0.000000e+00)
16.176        	(0.000000e+00 2.680867e-03 0.000000e+00)
16.18         	(0.000000e+00 2.541525e-03 0.000000e+00)
16.184        	(0.000000e+00 2.400528e-03 0.000000e+00)
16.188        	(0.000000e+00 2.257966e-03 0.000000e+00)
16.192        	(0.000000e+00 2.113928e-03 0.000000e+00)
16.196        	(0.000000e+00 1.968503e-03 0.000000e+00)
16.2          	(0.000000e+00 1.821785e-03 0.000000e+00)
16.204        	(0.000000e+00 1.673864e-03 0.000000e+00)
16.208        	(0.000000e+00 1.524834e-03 0.000000e+00)
16.212        	(0.000000e+00 1.374789e-03 0.000000e+00)
16.216        	(0.000000e+00 1.223822e-03 0.000000e+00)
16.22         	(0.000000e+00 1.072030e-03 0.000000e+00)
16.224        	(0.000000e+00 9.195062e-04 0.000000e+00)
16.228        	(0.000000e+00 7.663482e-04 0.000000e+00)
16.232        	(0.000000e+00 6.126520e-04 0.000000e+00)
16.236        	(0.000000e+00 4.585143e-04 0.000000e+00)
16.24         	(0.000000e+00 3.040325e-04 0.000000e+00)
16.244        	(0.000000e+00 1.493036e-04 0.000000e+00)
16.248        	(0.000000e+00 -5.574859e-06 0.000000e+00)
16.252        	(0.000000e+00 -1.605052e-04 0.000000e+00)
16.256        	(0.000000e+00 -3.153897e-04 0.000000e+00)
16.26         	(0.000000e+00 -4.701308e-04 0.000000e+00)
16.264        	(0.000000e+00 -6.246307e-04 0.000000e+00)
16.268        	(0.000000e+00 -7.787921e-04 0.000000e+00)
16.272        	(0.000000e+00 -9.325177e-04 0.000000e+00)
16.276        	(0.000000e+00 -1.085710e-03 0.000000e+00)
16.28         	(0.000000e+00 -1.238273e-03 0.000000e+00)
16.284        	(0.000000e+00 -1.390110e-03 0.000000e+00)
16.288        	(0.000000e+00 -1.541124e-03 0.000000e+00)
16.292        	(0.000000e+00 -1.691221e-03 0.000000e+00)
16.296        	(0.000000e+00 -1.840306e-03 0.000000e+00)
16.3          	(0.000000e+00 -1.988284e-03 0.000000e+00)
16.304        	(0.000000e+00 -2.135062e-03 0.000000e+00)
16.308        	(0.000000e+00 -2.280546e-03 0.000000e+00)
16.312        	(0.000000e+00 -2.424645e-03 0.000000e+00)
16.316        	(0.000000e+00 -2.567268e-03 0.000000e+00)
16.32         	(0.000000e+00 -2.708323e-03 0.000000e+00)
16.324        	(0.000000e+00 -2.847721e-03 0.000000e+00)
16.328        	(0.000000e+00 -2.985375e-03 0.000000e+00)
16.332        	(0.000000e+00 -3.121197e-03 0.000000e+00)
16.336        	(0.000000e+00 -3.255100e-03 0.000000e+00)
16.34         	(0.000000e+00 -3.386999e-03 0.000000e+00)
16.344        	(0.000000e+00 -3.516811e-03 0.000000e+00)
16.348        	(0.000000e+00 -3.644453e-03 0.000000e+00)
16.352        	(0.000000e+00 -3.769844e-03 0.000000e+00)
16.356        	(0.000000e+00 -3.892905e-03 0.000000e+00)
16.36         	(0.000000e+00 -4.013558e-03 0.000000e+00)
16.364        	(0.000000e+00 -4.131723e-03 0.000000e+00)
16.368        	(0.000000e+00 -4.247324e-03 0.000000e+00)
16.372        	(0.000000e+00 -4.360289e-03 0.000000e+00)
16.376        	(0.000000e+00 -4.470544e-03 0.000000e+00)
16.38         	(0.000000e+00 -4.578021e-03 0.000000e+00)
16.384        	(0.000000e+00 -4.682652e-03 0.000000e+00)
16.388        	(0.000000e+00 -4.784368e-03 0.000000e+00)
16.392        	(0.000000e+00 -4.883103e-03 0.000000e+00)
16.396        	(0.000000e+00 -4.978797e-03 0.000000e+00)
16.4          	(0.000000e+00 -5.071387e-03 0.000000e+00)
16.404        	(0.000000e+00 -5.160815e-03 0.000000e+00)
16.408        	(0.000000e+00 -5.247026e-03 0.000000e+00)
16.412        	(0.000000e+00 -5.329962e-03 0.000000e+00)
16.416        	(0.000000e+00 -5.409571e-03 0.000000e+00)
16.42         	(0.000000e+00 -5.485804e-03 0.000000e+00)
16.424        	(0.000000e+00 -5.558612e-03 0.000000e+00)
16.428        	(0.000000e+00 -5.627944e-03 0.000000e+00)
16.432        	(0.000000e+00 -5.693767e-03 0.000000e+00)
16.436        	(0.000000e+00 -5.756072e-03 0.000000e+00)
16.44         	(0.000000e+00 -5.814785e-03 0.000000e+00)
16.444        	(0.000000e+00 -5.869852e-03 0.000000e+00)
16.448        	(0.000000e+00 -5.921253e-03 0.000000e+00)
16.452        	(0.000000e+00 -5.968948e-03 0.000000e+00)
16.456        	(0.000000e+00 -6.012917e-03 0.000000e+00)
16.46         	(0.000000e+00 -6.053137e-03 0.000000e+00)
16.464        	(0.000000e+00 -6.089582e-03 0.000000e+00)
16.468        	(0.000000e+00 -6.122238e-03 0.000000e+00)
16.472        	(0.000000e+00 -6.151083e-03 0.000000e+00)
16.476        	(0.000000e+00 -6.176098e-03 0.000000e+00)
16.48         	(0.000000e+00 -6.197287e-03 0.000000e+00)
16.484        	(0.000000e+00 -6.214620e-03 0.000000e+00)
16.488        	(0.000000e+00 -6.228106e-03 0.000000e+00)
16.492        	(0.000000e+00 -6.237682e-03 0.000000e+00)
16.496        	(0.000000e+00 -6.243378e-03 0.000000e+00)
16.5          	(0.000000e+00 -6.245196e-03 0.000000e+00)
16.504        	(0.000000e+00 -6.243109e-03 0.000000e+00)
16.508        	(0.000000e+00 -6.237114e-03 0.000000e+00)
16.512        	(0.000000e+00 -6.227224e-03 0.000000e+00)
16.516        	(0.000000e+00 -6.213452e-03 0.000000e+00)
16.52         	(0.000000e+00 -6.195795e-03 0.000000e+00)
16.524        	(0.000000e+00 -6.174253e-03 0.000000e+00)
16.528        	(0.000000e+00 -6.148835e-03 0.000000e+00)
16.532        	(0.000000e+00 -6.119580e-03 0.000000e+00)
16.536        	(0.000000e+00 -6.086503e-03 0.000000e+00)
16.54         	(0.000000e+00 -6.049625e-03 0.000000e+00)
16.544        	(0.000000e+00 -6.008962e-03 0.000000e+00)
16.548        	(0.000000e+00 -5.964508e-03 0.000000e+00)
16.552        	(0.000000e+00 -5.916319e-03 0.000000e+00)
16.556        	(0.000000e+00 -5.864425e-03 0.000000e+00)
16.56         	(0.000000e+00 -5.808856e-03 0.000000e+00)
16.564        	(0.000000e+00 -5.749641e-03 0.000000e+00)
16.568        	(0.000000e+00 -5.686805e-03 0.000000e+00)
16.572        	(0.000000e+00 -5.620365e-03 0.000000e+00)
16.576        	(0.000000e+00 -5.550381e-03 0.000000e+00)
16.58         	(0.000000e+00 -5.476903e-03 0.000000e+00)
16.584        	(0.000000e+00 -5.399977e-03 0.000000e+00)
16.588        	(0.000000e+00 -5.319652e-03 0.000000e+00)
16.592        	(0.000000e+00 -5.235982e-03 0.000000e+00)
16.596        	(0.000000e+00 -5.149020e-03 0.000000e+00)
16.6          	(0.000000e+00 -5.058823e-03 0.000000e+00)
16.604        	(0.000000e+00 -4.965450e-03 0.000000e+00)
16.608        	(0.000000e+00 -4.868962e-03 0.000000e+00)
16.612        	(0.000000e+00 -4.769418e-03 0.000000e+00)
16.616        	(0.000000e+00 -4.666884e-03 0.000000e+00)
16.62         	(0.000000e+00 -4.561423e-03 0.000000e+00)
16.624        	(0.000000e+00 -4.453105e-03 0.000000e+00)
16.628        	(0.000000e+00 -4.342009e-03 0.000000e+00)
16.632        	(0.000000e+00 -4.228206e-03 0.000000e+00)
16.636        	(0.000000e+00 -4.111765e-03 0.000000e+00)
16.64         	(0.000000e+00 -3.992762e-03 0.000000e+00)
16.644        	(0.000000e+00 -3.871273e-03 0.000000e+00)
16.648        	(0.000000e+00 -3.747376e-03 0.000000e+00)
16.652        	(0.000000e+00 -3.621150e-03 0.000000e+00)
16.656        	(0.000000e+00 -3.492676e-03 0.000000e+00)
16.66         	(0.000000e+00 -3.362035e-03 0.000000e+00)
16.664        	(0.000000e+00 -3.229310e-03 0.000000e+00)
16.668        	(0.000000e+00 -3.094589e-03 0.000000e+00)
16.672        	(0.000000e+00 -2.957958e-03 0.000000e+00)
16.676        	(0.000000e+00 -2.819503e-03 0.000000e+00)
16.68         	(0.000000e+00 -2.679312e-03 0.000000e+00)
16.684        	(0.000000e+00 -2.537473e-03 0.000000e+00)
16.688        	(0.000000e+00 -2.394079e-03 0.000000e+00)
16.692        	(0.000000e+00 -2.249224e-03 0.000000e+00)
16.696        	(0.000000e+00 -2.102998e-03 0.000000e+00)
16.7          	(0.000000e+00 -1.955497e-03 0.000000e+00)
16.704        	(0.000000e+00 -1.806811e-03 0.000000e+00)
16.708        	(0.000000e+00 -1.657037e-03 0.000000e+00)
16.712        	(0.000000e+00 -1.506269e-03 0.000000e+00)
16.716        	(0.000000e+00 -1.354603e-03 0.000000e+00)
16.72         	(0.000000e+00 -1.202134e-03 0.000000e+00)
16.724        	(0.000000e+00 -1.048959e-03 0.000000e+00)
16.728        	(0.000000e+00 -8.951751e-04 0.000000e+00)
16.732        	(0.000000e+00 -7.408794e-04 0.000000e+00)
16.736        	(0.000000e+00 -5.861694e-04 0.000000e+00)
16.74         	(0.000000e+00 -4.311428e-04 0.000000e+00)
16.744        	(0.000000e+00 -2.758975e-04 0.000000e+00)
16.748        	(0.000000e+00 -1.205316e-04 0.000000e+00)
16.752        	(0.000000e+00 3.485689e-05 0.000000e+00)
16.756        	(0.000000e+00 1.901700e-04 0.000000e+00)
16.76         	(0.000000e+00 3.453104e-04 0.000000e+00)
16.764        	(0.000000e+00 5.001797e-04 0.000000e+00)
16.768        	(0.000000e+00 6.546808e-04 0.000000e+00)
16.772        	(0.000000e+00 8.087168e-04 0.000000e+00)
16.776        	(0.000000e+00 9.621909e-04 0.000000e+00)
16.78         	(0.000000e+00 1.115007e-03 0.000000e+00)
16.784        	(0.000000e+00 1.267067e-03 0.000000e+00)
16.788        	(0.000000e+00 1.418277e-03 0.000000e+00)
16.792        	(0.000000e+00 1.568539e-03 0.000000e+00)
16.796        	(0.000000e+00 1.717763e-03 0.000000e+00)
16.8          	(0.000000e+00 1.865856e-03 0.000000e+00)
16.804        	(0.000000e+00 2.012725e-03 0.000000e+00)
16.808        	(0.000000e+00 2.158276e-03 0.000000e+00)
16.812        	(0.000000e+00 2.302421e-03 0.000000e+00)
16.816        	(0.000000e+00 2.445069e-03 0.000000e+00)
16.82         	(0.000000e+00 2.586133e-03 0.000000e+00)
16.824        	(0.000000e+00 2.725523e-03 0.000000e+00)
16.828        	(0.000000e+00 2.863152e-03 0.000000e+00)
16.832        	(0.000000e+00 2.998932e-03 0.000000e+00)
16.836        	(0.000000e+00 3.132774e-03 0.000000e+00)
16.84         	(0.000000e+00 3.264592e-03 0.000000e+00)
16.844        	(0.000000e+00 3.394312e-03 0.000000e+00)
16.848        	(0.000000e+00 3.521856e-03 0.000000e+00)
16.852        	(0.000000e+00 3.647142e-03 0.000000e+00)
16.856        	(0.000000e+00 3.770092e-03 0.000000e+00)
16.86         	(0.000000e+00 3.890628e-03 0.000000e+00)
16.864        	(0.000000e+00 4.008673e-03 0.000000e+00)
16.868        	(0.000000e+00 4.124150e-03 0.000000e+00)
16.872        	(0.000000e+00 4.236990e-03 0.000000e+00)
16.876        	(0.000000e+00 4.347121e-03 0.000000e+00)
16.88         	(0.000000e+00 4.454475e-03 0.000000e+00)
16.884        	(0.000000e+00 4.558983e-03 0.000000e+00)
16.888        	(0.000000e+00 4.660581e-03 0.000000e+00)
16.892        	(0.000000e+00 4.759206e-03 0.000000e+00)
16.896        	(0.000000e+00 4.854796e-03 0.000000e+00)
16.9          	(0.000000e+00 4.947296e-03 0.000000e+00)
16.904        	(0.000000e+00 5.036658e-03 0.000000e+00)
16.908        	(0.000000e+00 5.122834e-03 0.000000e+00)
16.912        	(0.000000e+00 5.205780e-03 0.000000e+00)
16.916        	(0.000000e+00 5.285452e-03 0.000000e+00)
16.92         	(0.000000e+00 5.361773e-03 0.000000e+00)
16.924        	(0.000000e+00 5.434677e-03 0.000000e+00)
16.928        	(0.000000e+00 5.504127e-03 0.000000e+00)
16.932        	(0.000000e+00 5.570081e-03 0.000000e+00)
16.936        	(0.000000e+00 5.632502e-03 0.000000e+00)
16.94         	(0.000000e+00 5.691352e-03 0.000000e+00)
16.944        	(0.000000e+00 5.746608e-03 0.000000e+00)
16.948        	(0.000000e+00 5.798223e-03 0.000000e+00)
16.952        	(0.000000e+00 5.846169e-03 0.000000e+00)
16.956        	(0.000000e+00 5.890414e-03 0.000000e+00)
16.96         	(0.000000e+00 5.930962e-03 0.000000e+00)
16.964        	(0.000000e+00 5.967784e-03 0.000000e+00)
16.968        	(0.000000e+00 6.000828e-03 0.000000e+00)
16.972        	(0.000000e+00 6.030104e-03 0.000000e+00)
16.976        	(0.000000e+00 6.055583e-03 0.000000e+00)
16.98         	(0.000000e+00 6.077232e-03 0.000000e+00)
16.984        	(0.000000e+00 6.095064e-03 0.000000e+00)
16.988        	(0.000000e+00 6.109062e-03 0.000000e+00)
16.992        	(0.000000e+00 6.119200e-03 0.000000e+00)
16.996        	(0.000000e+00 6.125470e-03 0.000000e+00)
17            	(0.000000e+00 6.127899e-03 0.000000e+00)
17.004        	(0.000000e+00 6.126459e-03 0.000000e+00)
17.008        	(0.000000e+00 6.121138e-03 0.000000e+00)
17.012        	(0.000000e+00 6.111956e-03 0.000000e+00)
17.016        	(0.000000e+00 6.098939e-03 0.000000e+00)
17.02         	(0.000000e+00 6.082075e-03 0.000000e+00)
17.024        	(0.000000e+00 6.061386e-03 0.000000e+00)
17.028        	(0.000000e+00 6.036897e-03 0.000000e+00)
17.032        	(0.000000e+00 6.008598e-03 0.000000e+00)
17.036        	(0.000000e+00 5.976558e-03 0.000000e+00)
17.04         	(0.000000e+00 5.940749e-03 0.000000e+00)
17.044        	(0.000000e+00 5.901128e-03 0.000000e+00)
17.048        	(0.000000e+00 5.857736e-03 0.000000e+00)
17.052        	(0.000000e+00 5.810593e-03 0.000000e+00)
17.056        	(0.000000e+00 5.759752e-03 0.000000e+00)
17.06         	(0.000000e+00 5.705237e-03 0.000000e+00)
17.064        	(0.000000e+00 5.647079e-03 0.000000e+00)
17.068        	(0.000000e+00 5.585351e-03 0.000000e+00)
17.072        	(0.000000e+00 5.520083e-03 0.000000e+00)
17.076        	(0.000000e+00 5.451307e-03 0.000000e+00)
17.08         	(0.000000e+00 5.379064e-03 0.000000e+00)
17.084        	(0.000000e+00 5.303407e-03 0.000000e+00)
17.088        	(0.000000e+00 5.224377e-03 0.000000e+00)
17.092        	(0.000000e+00 5.142022e-03 0.000000e+00)
17.096        	(0.000000e+00 5.056392e-03 0.000000e+00)
17.1          	(0.000000e+00 4.967548e-03 0.000000e+00)
17.104        	(0.000000e+00 4.875541e-03 0.000000e+00)
17.108        	(0.000000e+00 4.780431e-03 0.000000e+00)
17.112        	(0.000000e+00 4.682277e-03 0.000000e+00)
17.116        	(0.000000e+00 4.581140e-03 0.000000e+00)
17.12         	(0.000000e+00 4.477084e-03 0.000000e+00)
17.124        	(0.000000e+00 4.370173e-03 0.000000e+00)
17.128        	(0.000000e+00 4.260475e-03 0.000000e+00)
17.132        	(0.000000e+00 4.148059e-03 0.000000e+00)
17.136        	(0.000000e+00 4.032996e-03 0.000000e+00)
17.14         	(0.000000e+00 3.915357e-03 0.000000e+00)
17.144        	(0.000000e+00 3.795216e-03 0.000000e+00)
17.148        	(0.000000e+00 3.672649e-03 0.000000e+00)
17.152        	(0.000000e+00 3.547732e-03 0.000000e+00)
17.156        	(0.000000e+00 3.420544e-03 0.000000e+00)
17.16         	(0.000000e+00 3.291165e-03 0.000000e+00)
17.164        	(0.000000e+00 3.159676e-03 0.000000e+00)
17.168        	(0.000000e+00 3.026159e-03 0.000000e+00)
17.172        	(0.000000e+00 2.890698e-03 0.000000e+00)
17.176        	(0.000000e+00 2.753378e-03 0.000000e+00)
17.18         	(0.000000e+00 2.614286e-03 0.000000e+00)
17.184        	(0.000000e+00 2.473508e-03 0.000000e+00)
17.188        	(0.000000e+00 2.331134e-03 0.000000e+00)
17.192        	(0.000000e+00 2.187252e-03 0.000000e+00)
17.196        	(0.000000e+00 2.041953e-03 0.000000e+00)
17.2          	(0.000000e+00 1.895329e-03 0.000000e+00)
17.204        	(0.000000e+00 1.747470e-03 0.000000e+00)
17.208        	(0.000000e+00 1.598471e-03 0.000000e+00)
17.212        	(0.000000e+00 1.448425e-03 0.000000e+00)
17.216        	(0.000000e+00 1.297427e-03 0.000000e+00)
17.22         	(0.000000e+00 1.145570e-03 0.000000e+00)
17.224        	(0.000000e+00 9.929509e-04 0.000000e+00)
17.228        	(0.000000e+00 8.396654e-04 0.000000e+00)
17.232        	(0.000000e+00 6.858101e-04 0.000000e+00)
17.236        	(0.000000e+00 5.314817e-04 0.000000e+00)
17.24         	(0.000000e+00 3.767772e-04 0.000000e+00)
17.244        	(0.000000e+00 2.217940e-04 0.000000e+00)
17.248        	(0.000000e+00 6.662954e-05 0.000000e+00)
17.252        	(0.000000e+00 -8.861834e-05 0.000000e+00)
17.256        	(0.000000e+00 -2.438520e-04 0.000000e+00)
17.26         	(0.000000e+00 -3.989736e-04 0.000000e+00)
17.264        	(0.000000e+00 -5.538854e-04 0.000000e+00)
17.268        	(0.000000e+00 -7.084900e-04 0.000000e+00)
17.272        	(0.000000e+00 -8.626897e-04 0.000000e+00)
17.276        	(0.000000e+00 -1.016387e-03 0.000000e+00)
17.28         	(0.000000e+00 -1.169486e-03 0.000000e+00)
17.284        	(0.000000e+00 -1.321889e-03 0.000000e+00)
17.288        	(0.000000e+00 -1.473501e-03 0.000000e+00)
17.292        	(0.000000e+00 -1.624225e-03 0.000000e+00)
17.296        	(0.000000e+00 -1.773967e-03 0.000000e+00)
17.3          	(0.000000e+00 -1.922632e-03 0.000000e+00)
17.304        	(0.000000e+00 -2.070126e-03 0.000000e+00)
17.308        	(0.000000e+00 -2.216356e-03 0.000000e+00)
17.312        	(0.000000e+00 -2.361230e-03 0.000000e+00)
17.316        	(0.000000e+00 -2.504656e-03 0.000000e+00)
17.32         	(0.000000e+00 -2.646544e-03 0.000000e+00)
17.324        	(0.000000e+00 -2.786803e-03 0.000000e+00)
17.328        	(0.000000e+00 -2.925345e-03 0.000000e+00)
17.332        	(0.000000e+00 -3.062083e-03 0.000000e+00)
17.336        	(0.000000e+00 -3.196930e-03 0.000000e+00)
17.34         	(0.000000e+00 -3.329800e-03 0.000000e+00)
17.344        	(0.000000e+00 -3.460608e-03 0.000000e+00)
17.348        	(0.000000e+00 -3.589273e-03 0.000000e+00)
17.352        	(0.000000e+00 -3.715714e-03 0.000000e+00)
17.356        	(0.000000e+00 -3.839850e-03 0.000000e+00)
17.36         	(0.000000e+00 -3.961602e-03 0.000000e+00)
17.364        	(0.000000e+00 -4.080891e-03 0.000000e+00)
17.368        	(0.000000e+00 -4.197642e-03 0.000000e+00)
17.372        	(0.000000e+00 -4.311778e-03 0.000000e+00)
17.376        	(0.000000e+00 -4.423230e-03 0.000000e+00)
17.38         	(0.000000e+00 -4.531926e-03 0.000000e+00)
17.384        	(0.000000e+00 -4.637798e-03 0.000000e+00)
17.388        	(0.000000e+00 -4.740776e-03 0.000000e+00)
17.392        	(0.000000e+00 -4.840797e-03 0.000000e+00)
17.396        	(0.000000e+00 -4.937795e-03 0.000000e+00)
17.4          	(0.000000e+00 -5.031711e-03 0.000000e+00)
17.404        	(0.000000e+00 -5.122485e-03 0.000000e+00)
17.408        	(0.000000e+00 -5.210060e-03 0.000000e+00)
17.412        	(0.000000e+00 -5.294379e-03 0.000000e+00)
17.416        	(0.000000e+00 -5.375390e-03 0.000000e+00)
17.42         	(0.000000e+00 -5.453041e-03 0.000000e+00)
17.424        	(0.000000e+00 -5.527285e-03 0.000000e+00)
17.428        	(0.000000e+00 -5.598069e-03 0.000000e+00)
17.432        	(0.000000e+00 -5.665366e-03 0.000000e+00)
17.436        	(0.000000e+00 -5.729159e-03 0.000000e+00)
17.44         	(0.000000e+00 -5.789366e-03 0.000000e+00)
17.444        	(0.000000e+00 -5.845947e-03 0.000000e+00)
17.448        	(0.000000e+00 -5.898874e-03 0.000000e+00)
17.452        	(0.000000e+00 -5.948102e-03 0.000000e+00)
17.456        	(0.000000e+00 -5.993622e-03 0.000000e+00)
17.46         	(0.000000e+00 -6.035401e-03 0.000000e+00)
17.464        	(0.000000e+00 -6.073417e-03 0.000000e+00)
17.468        	(0.000000e+00 -6.107652e-03 0.000000e+00)
17.472        	(0.000000e+00 -6.138082e-03 0.000000e+00)
17.476        	(0.000000e+00 -6.164691e-03 0.000000e+00)
17.48         	(0.000000e+00 -6.187474e-03 0.000000e+00)
17.484        	(0.000000e+00 -6.206423e-03 0.000000e+00)
17.488        	(0.000000e+00 -6.221522e-03 0.000000e+00)
17.492        	(0.000000e+00 -6.232732e-03 0.000000e+00)
17.496        	(0.000000e+00 -6.240063e-03 0.000000e+00)
17.5          	(0.000000e+00 -6.243520e-03 0.000000e+00)
17.504        	(0.000000e+00 -6.243078e-03 0.000000e+00)
17.508        	(0.000000e+00 -6.238727e-03 0.000000e+00)
17.512        	(0.000000e+00 -6.230502e-03 0.000000e+00)
17.516        	(0.000000e+00 -6.218376e-03 0.000000e+00)
17.52         	(0.000000e+00 -6.202393e-03 0.000000e+00)
17.524        	(0.000000e+00 -6.182536e-03 0.000000e+00)
17.528        	(0.000000e+00 -6.158793e-03 0.000000e+00)
17.532        	(0.000000e+00 -6.131186e-03 0.000000e+00)
17.536        	(0.000000e+00 -6.099764e-03 0.000000e+00)
17.54         	(0.000000e+00 -6.064539e-03 0.000000e+00)
17.544        	(0.000000e+00 -6.025528e-03 0.000000e+00)
17.548        	(0.000000e+00 -5.982758e-03 0.000000e+00)
17.552        	(0.000000e+00 -5.936227e-03 0.000000e+00)
17.556        	(0.000000e+00 -5.885988e-03 0.000000e+00)
17.56         	(0.000000e+00 -5.832078e-03 0.000000e+00)
17.564        	(0.000000e+00 -5.774513e-03 0.000000e+00)
17.568        	(0.000000e+00 -5.713323e-03 0.000000e+00)
17.572        	(0.000000e+00 -5.648543e-03 0.000000e+00)
17.576        	(0.000000e+00 -5.580193e-03 0.000000e+00)
17.58         	(0.000000e+00 -5.508334e-03 0.000000e+00)
17.584        	(0.000000e+00 -5.433016e-03 0.000000e+00)
17.588        	(0.000000e+00 -5.354291e-03 0.000000e+00)
17.592        	(0.000000e+00 -5.272209e-03 0.000000e+00)
17.596        	(0.000000e+00 -5.186823e-03 0.000000e+00)
17.6          	(0.000000e+00 -5.098191e-03 0.000000e+00)
17.604        	(0.000000e+00 -5.006370e-03 0.000000e+00)
17.608        	(0.000000e+00 -4.911420e-03 0.000000e+00)
17.612        	(0.000000e+00 -4.813402e-03 0.000000e+00)
17.616        	(0.000000e+00 -4.712379e-03 0.000000e+00)
17.62         	(0.000000e+00 -4.608417e-03 0.000000e+00)
17.624        	(0.000000e+00 -4.501583e-03 0.000000e+00)
17.628        	(0.000000e+00 -4.391942e-03 0.000000e+00)
17.632        	(0.000000e+00 -4.279569e-03 0.000000e+00)
17.636        	(0.000000e+00 -4.164545e-03 0.000000e+00)
17.64         	(0.000000e+00 -4.046943e-03 0.000000e+00)
17.644        	(0.000000e+00 -3.926837e-03 0.000000e+00)
17.648        	(0.000000e+00 -3.804304e-03 0.000000e+00)
17.652        	(0.000000e+00 -3.679423e-03 0.000000e+00)
17.656        	(0.000000e+00 -3.552275e-03 0.000000e+00)
17.66         	(0.000000e+00 -3.422940e-03 0.000000e+00)
17.664        	(0.000000e+00 -3.291502e-03 0.000000e+00)
17.668        	(0.000000e+00 -3.158044e-03 0.000000e+00)
17.672        	(0.000000e+00 -3.022652e-03 0.000000e+00)
17.676        	(0.000000e+00 -2.885413e-03 0.000000e+00)
17.68         	(0.000000e+00 -2.746414e-03 0.000000e+00)
17.684        	(0.000000e+00 -2.605743e-03 0.000000e+00)
17.688        	(0.000000e+00 -2.463492e-03 0.000000e+00)
17.692        	(0.000000e+00 -2.319749e-03 0.000000e+00)
17.696        	(0.000000e+00 -2.174605e-03 0.000000e+00)
17.7          	(0.000000e+00 -2.028155e-03 0.000000e+00)
17.704        	(0.000000e+00 -1.880498e-03 0.000000e+00)
17.708        	(0.000000e+00 -1.731726e-03 0.000000e+00)
17.712        	(0.000000e+00 -1.581933e-03 0.000000e+00)
17.716        	(0.000000e+00 -1.431214e-03 0.000000e+00)
17.72         	(0.000000e+00 -1.279664e-03 0.000000e+00)
17.724        	(0.000000e+00 -1.127381e-03 0.000000e+00)
17.728        	(0.000000e+00 -9.744597e-04 0.000000e+00)
17.732        	(0.000000e+00 -8.209977e-04 0.000000e+00)
17.736        	(0.000000e+00 -6.670921e-04 0.000000e+00)
17.74         	(0.000000e+00 -5.128401e-04 0.000000e+00)
17.744        	(0.000000e+00 -3.583395e-04 0.000000e+00)
17.748        	(0.000000e+00 -2.036878e-04 0.000000e+00)
17.752        	(0.000000e+00 -4.898266e-05 0.000000e+00)
17.756        	(0.000000e+00 1.056780e-04 0.000000e+00)
17.76         	(0.000000e+00 2.601966e-04 0.000000e+00)
17.764        	(0.000000e+00 4.144760e-04 0.000000e+00)
17.768        	(0.000000e+00 5.684188e-04 0.000000e+00)
17.772        	(0.000000e+00 7.219283e-04 0.000000e+00)
17.776        	(0.000000e+00 8.749076e-04 0.000000e+00)
17.78         	(0.000000e+00 1.027260e-03 0.000000e+00)
17.784        	(0.000000e+00 1.178888e-03 0.000000e+00)
17.788        	(0.000000e+00 1.329699e-03 0.000000e+00)
17.792        	(0.000000e+00 1.479599e-03 0.000000e+00)
17.796        	(0.000000e+00 1.628494e-03 0.000000e+00)
17.8          	(0.000000e+00 1.776291e-03 0.000000e+00)
17.804        	(0.000000e+00 1.922896e-03 0.000000e+00)
17.808        	(0.000000e+00 2.068217e-03 0.000000e+00)
17.812        	(0.000000e+00 2.212165e-03 0.000000e+00)
17.816        	(0.000000e+00 2.354649e-03 0.000000e+00)
17.82         	(0.000000e+00 2.495580e-03 0.000000e+00)
17.824        	(0.000000e+00 2.634870e-03 0.000000e+00)
17.828        	(0.000000e+00 2.772431e-03 0.000000e+00)
17.832        	(0.000000e+00 2.908176e-03 0.000000e+00)
17.836        	(0.000000e+00 3.042017e-03 0.000000e+00)
17.84         	(0.000000e+00 3.173872e-03 0.000000e+00)
17.844        	(0.000000e+00 3.303663e-03 0.000000e+00)
17.848        	(0.000000e+00 3.431312e-03 0.000000e+00)
17.852        	(0.000000e+00 3.556737e-03 0.000000e+00)
17.856        	(0.000000e+00 3.679859e-03 0.000000e+00)
17.86         	(0.000000e+00 3.800600e-03 0.000000e+00)
